"TIME","GEO","SEX","UNIT","Value","Flag and Footnotes"
"2012W33","Sweden","Total","Number","1 586",""
"2012W33","Switzerland","Total","Number","1 128",""
"2012W33","United Kingdom","Total","Number",":",""
"2012W34","Belgium","Total","Number","1 954",""
"2012W34","Denmark","Total","Number","949",""
"2012W34","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W34","Spain","Total","Number","7 157",""
"2012W34","Italy","Total","Number","12 101",""
"2012W34","Sweden","Total","Number","1 559",""
"2012W34","Switzerland","Total","Number","1 189",""
"2012W34","United Kingdom","Total","Number",":",""
"2012W35","Belgium","Total","Number","1 731",""
"2012W35","Denmark","Total","Number","939",""
"2012W35","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W35","Spain","Total","Number","6 536",""
"2012W35","Italy","Total","Number","10 601",""
"2012W35","Sweden","Total","Number","1 593",""
"2012W35","Switzerland","Total","Number","1 097",""
"2012W35","United Kingdom","Total","Number",":",""
"2012W36","Belgium","Total","Number","1 790",""
"2012W36","Denmark","Total","Number","886",""
"2012W36","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W36","Spain","Total","Number","6 652",""
"2012W36","Italy","Total","Number","10 544",""
"2012W36","Sweden","Total","Number","1 609",""
"2012W36","Switzerland","Total","Number","1 143",""
"2012W36","United Kingdom","Total","Number",":",""
"2012W37","Belgium","Total","Number","1 845",""
"2012W37","Denmark","Total","Number","974",""
"2012W37","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W37","Spain","Total","Number","6 524",""
"2012W37","Italy","Total","Number","10 384",""
"2012W37","Sweden","Total","Number","1 527",""
"2012W37","Switzerland","Total","Number","1 169",""
"2012W37","United Kingdom","Total","Number",":",""
"2012W38","Belgium","Total","Number","1 788",""
"2012W38","Denmark","Total","Number","936",""
"2012W38","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W38","Spain","Total","Number","6 644",""
"2012W38","Italy","Total","Number","10 626",""
"2012W38","Sweden","Total","Number","1 642",""
"2012W38","Switzerland","Total","Number","1 183",""
"2012W38","United Kingdom","Total","Number",":",""
"2012W39","Belgium","Total","Number","1 996",""
"2012W39","Denmark","Total","Number","949",""
"2012W39","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W39","Spain","Total","Number","6 268",""
"2012W39","Italy","Total","Number","11 063",""
"2012W39","Sweden","Total","Number","1 688",""
"2012W39","Switzerland","Total","Number","1 161",""
"2012W39","United Kingdom","Total","Number",":",""
"2012W40","Belgium","Total","Number","2 015",""
"2012W40","Denmark","Total","Number","984",""
"2012W40","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W40","Spain","Total","Number","6 662",""
"2012W40","Italy","Total","Number","10 721",""
"2012W40","Sweden","Total","Number","1 710",""
"2012W40","Switzerland","Total","Number","1 248",""
"2012W40","United Kingdom","Total","Number",":",""
"2012W41","Belgium","Total","Number","1 965",""
"2012W41","Denmark","Total","Number","1 008",""
"2012W41","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W41","Spain","Total","Number","6 845",""
"2012W41","Italy","Total","Number","10 524",""
"2012W41","Sweden","Total","Number","1 667",""
"2012W41","Switzerland","Total","Number","1 193",""
"2012W41","United Kingdom","Total","Number",":",""
"2012W42","Belgium","Total","Number","2 050",""
"2012W42","Denmark","Total","Number","982",""
"2012W42","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W42","Spain","Total","Number","6 867",""
"2012W42","Italy","Total","Number","10 920",""
"2012W42","Sweden","Total","Number","1 652",""
"2012W42","Switzerland","Total","Number","1 152",""
"2012W42","United Kingdom","Total","Number",":",""
"2012W43","Belgium","Total","Number","2 018",""
"2012W43","Denmark","Total","Number","947",""
"2012W43","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W43","Spain","Total","Number","6 696",""
"2012W43","Italy","Total","Number","11 333",""
"2012W43","Sweden","Total","Number","1 692",""
"2012W43","Switzerland","Total","Number","1 252",""
"2012W43","United Kingdom","Total","Number",":",""
"2012W44","Belgium","Total","Number","2 007",""
"2012W44","Denmark","Total","Number","973",""
"2012W44","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W44","Spain","Total","Number","7 350",""
"2012W44","Italy","Total","Number","11 336",""
"2012W44","Sweden","Total","Number","1 728",""
"2012W44","Switzerland","Total","Number","1 178",""
"2012W44","United Kingdom","Total","Number",":",""
"2012W45","Belgium","Total","Number","2 095",""
"2012W45","Denmark","Total","Number","1 005",""
"2012W45","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W45","Spain","Total","Number","7 366",""
"2012W45","Italy","Total","Number","11 459",""
"2012W45","Sweden","Total","Number","1 683",""
"2012W45","Switzerland","Total","Number","1 189",""
"2012W45","United Kingdom","Total","Number",":",""
"2012W46","Belgium","Total","Number","2 030",""
"2012W46","Denmark","Total","Number","976",""
"2012W46","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W46","Spain","Total","Number","7 422",""
"2012W46","Italy","Total","Number","11 330",""
"2012W46","Sweden","Total","Number","1 667",""
"2012W46","Switzerland","Total","Number","1 211",""
"2012W46","United Kingdom","Total","Number",":",""
"2012W47","Belgium","Total","Number","2 079",""
"2012W47","Denmark","Total","Number","972",""
"2012W47","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W47","Spain","Total","Number","7 308",""
"2012W47","Italy","Total","Number","11 143",""
"2012W47","Sweden","Total","Number","1 693",""
"2012W47","Switzerland","Total","Number","1 269",""
"2012W47","United Kingdom","Total","Number",":",""
"2012W48","Belgium","Total","Number","2 061",""
"2012W48","Denmark","Total","Number","984",""
"2012W48","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W48","Spain","Total","Number","7 333",""
"2012W48","Italy","Total","Number","11 445",""
"2012W48","Sweden","Total","Number","1 718",""
"2012W48","Switzerland","Total","Number","1 217",""
"2012W48","United Kingdom","Total","Number",":",""
"2012W49","Belgium","Total","Number","2 152",""
"2012W49","Denmark","Total","Number","1 009",""
"2012W49","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W49","Spain","Total","Number","7 747",""
"2012W49","Italy","Total","Number","12 045",""
"2012W49","Sweden","Total","Number","1 767",""
"2012W49","Switzerland","Total","Number","1 273",""
"2012W49","United Kingdom","Total","Number",":",""
"2012W50","Belgium","Total","Number","2 184",""
"2012W50","Denmark","Total","Number","1 022",""
"2012W50","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W50","Spain","Total","Number","8 137",""
"2012W50","Italy","Total","Number","12 970",""
"2012W50","Sweden","Total","Number","1 962",""
"2012W50","Switzerland","Total","Number","1 273",""
"2012W50","United Kingdom","Total","Number",":",""
"2012W51","Belgium","Total","Number","2 292",""
"2012W51","Denmark","Total","Number","1 151",""
"2012W51","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W51","Spain","Total","Number","7 866",""
"2012W51","Italy","Total","Number","12 871",""
"2012W51","Sweden","Total","Number","1 912",""
"2012W51","Switzerland","Total","Number","1 288",""
"2012W51","United Kingdom","Total","Number",":",""
"2012W52","Belgium","Total","Number","2 203",""
"2012W52","Denmark","Total","Number","1 201",""
"2012W52","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W52","Spain","Total","Number","7 857",""
"2012W52","Italy","Total","Number","12 846",""
"2012W52","Sweden","Total","Number","2 040",""
"2012W52","Switzerland","Total","Number","1 357",""
"2012W52","United Kingdom","Total","Number",":",""
"2012W99","Belgium","Total","Number",":",""
"2012W99","Denmark","Total","Number",":",""
"2012W99","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2012W99","Spain","Total","Number",":",""
"2012W99","Italy","Total","Number",":",""
"2012W99","Sweden","Total","Number","439",""
"2012W99","Switzerland","Total","Number",":",""
"2012W99","United Kingdom","Total","Number",":",""
"2013W01","Belgium","Total","Number","2 236",""
"2013W01","Denmark","Total","Number","1 307",""
"2013W01","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W01","Spain","Total","Number","7 914",""
"2013W01","Italy","Total","Number","13 095",""
"2013W01","Sweden","Total","Number","1 962",""
"2013W01","Switzerland","Total","Number","1 297",""
"2013W01","United Kingdom","Total","Number",":",""
"2013W02","Belgium","Total","Number","2 267",""
"2013W02","Denmark","Total","Number","1 201",""
"2013W02","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W02","Spain","Total","Number","8 422",""
"2013W02","Italy","Total","Number","12 855",""
"2013W02","Sweden","Total","Number","1 968",""
"2013W02","Switzerland","Total","Number","1 421",""
"2013W02","United Kingdom","Total","Number",":",""
"2013W03","Belgium","Total","Number","2 238",""
"2013W03","Denmark","Total","Number","1 184",""
"2013W03","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W03","Spain","Total","Number","8 562",""
"2013W03","Italy","Total","Number","12 898",""
"2013W03","Sweden","Total","Number","1 999",""
"2013W03","Switzerland","Total","Number","1 410",""
"2013W03","United Kingdom","Total","Number",":",""
"2013W04","Belgium","Total","Number","2 444",""
"2013W04","Denmark","Total","Number","1 152",""
"2013W04","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W04","Spain","Total","Number","8 328",""
"2013W04","Italy","Total","Number","12 849",""
"2013W04","Sweden","Total","Number","1 945",""
"2013W04","Switzerland","Total","Number","1 413",""
"2013W04","United Kingdom","Total","Number",":",""
"2013W05","Belgium","Total","Number","2 576",""
"2013W05","Denmark","Total","Number","1 247",""
"2013W05","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W05","Spain","Total","Number","8 359",""
"2013W05","Italy","Total","Number","13 450",""
"2013W05","Sweden","Total","Number","1 986",""
"2013W05","Switzerland","Total","Number","1 442",""
"2013W05","United Kingdom","Total","Number",":",""
"2013W06","Belgium","Total","Number","2 448",""
"2013W06","Denmark","Total","Number","1 237",""
"2013W06","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W06","Spain","Total","Number","8 320",""
"2013W06","Italy","Total","Number","13 269",""
"2013W06","Sweden","Total","Number","2 024",""
"2013W06","Switzerland","Total","Number","1 458",""
"2013W06","United Kingdom","Total","Number",":",""
"2013W07","Belgium","Total","Number","2 444",""
"2013W07","Denmark","Total","Number","1 229",""
"2013W07","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W07","Spain","Total","Number","8 609",""
"2013W07","Italy","Total","Number","13 885",""
"2013W07","Sweden","Total","Number","1 879",""
"2013W07","Switzerland","Total","Number","1 504",""
"2013W07","United Kingdom","Total","Number",":",""
"2013W08","Belgium","Total","Number","2 435",""
"2013W08","Denmark","Total","Number","1 143",""
"2013W08","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W08","Spain","Total","Number","8 508",""
"2013W08","Italy","Total","Number","14 002",""
"2013W08","Sweden","Total","Number","1 971",""
"2013W08","Switzerland","Total","Number","1 439",""
"2013W08","United Kingdom","Total","Number",":",""
"2013W09","Belgium","Total","Number","2 549",""
"2013W09","Denmark","Total","Number","1 201",""
"2013W09","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W09","Spain","Total","Number","8 472",""
"2013W09","Italy","Total","Number","13 666",""
"2013W09","Sweden","Total","Number","2 090",""
"2013W09","Switzerland","Total","Number","1 472",""
"2013W09","United Kingdom","Total","Number",":",""
"2013W10","Belgium","Total","Number","2 572",""
"2013W10","Denmark","Total","Number","1 119",""
"2013W10","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W10","Spain","Total","Number","8 739",""
"2013W10","Italy","Total","Number","13 541",""
"2013W10","Sweden","Total","Number","1 934",""
"2013W10","Switzerland","Total","Number","1 470",""
"2013W10","United Kingdom","Total","Number",":",""
"2013W11","Belgium","Total","Number","2 343",""
"2013W11","Denmark","Total","Number","1 088",""
"2013W11","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W11","Spain","Total","Number","7 947",""
"2013W11","Italy","Total","Number","12 511",""
"2013W11","Sweden","Total","Number","1 883",""
"2013W11","Switzerland","Total","Number","1 431",""
"2013W11","United Kingdom","Total","Number",":",""
"2013W12","Belgium","Total","Number","2 364",""
"2013W12","Denmark","Total","Number","1 107",""
"2013W12","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W12","Spain","Total","Number","8 131",""
"2013W12","Italy","Total","Number","12 561",""
"2013W12","Sweden","Total","Number","1 909",""
"2013W12","Switzerland","Total","Number","1 358",""
"2013W12","United Kingdom","Total","Number",":",""
"2013W13","Belgium","Total","Number","2 365",""
"2013W13","Denmark","Total","Number","1 117",""
"2013W13","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W13","Spain","Total","Number","7 703",""
"2013W13","Italy","Total","Number","11 950",""
"2013W13","Sweden","Total","Number","1 870",""
"2013W13","Switzerland","Total","Number","1 357",""
"2013W13","United Kingdom","Total","Number",":",""
"2013W14","Belgium","Total","Number","2 418",""
"2013W14","Denmark","Total","Number","1 094",""
"2013W14","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W14","Spain","Total","Number","7 561",""
"2013W14","Italy","Total","Number","11 862",""
"2013W14","Sweden","Total","Number","1 911",""
"2013W14","Switzerland","Total","Number","1 329",""
"2013W14","United Kingdom","Total","Number",":",""
"2013W15","Belgium","Total","Number","2 415",""
"2013W15","Denmark","Total","Number","1 069",""
"2013W15","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W15","Spain","Total","Number","7 551",""
"2013W15","Italy","Total","Number","11 837",""
"2013W15","Sweden","Total","Number","1 876",""
"2013W15","Switzerland","Total","Number","1 280",""
"2013W15","United Kingdom","Total","Number",":",""
"2013W16","Belgium","Total","Number","2 254",""
"2013W16","Denmark","Total","Number","1 025",""
"2013W16","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W16","Spain","Total","Number","7 253",""
"2013W16","Italy","Total","Number","11 447",""
"2013W16","Sweden","Total","Number","1 812",""
"2013W16","Switzerland","Total","Number","1 221",""
"2013W16","United Kingdom","Total","Number",":",""
"2013W17","Belgium","Total","Number","2 139",""
"2013W17","Denmark","Total","Number","1 016",""
"2013W17","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W17","Spain","Total","Number","7 020",""
"2013W17","Italy","Total","Number","10 833",""
"2013W17","Sweden","Total","Number","1 803",""
"2013W17","Switzerland","Total","Number","1 257",""
"2013W17","United Kingdom","Total","Number",":",""
"2013W18","Belgium","Total","Number","1 940",""
"2013W18","Denmark","Total","Number","991",""
"2013W18","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W18","Spain","Total","Number","7 054",""
"2013W18","Italy","Total","Number","11 235",""
"2013W18","Sweden","Total","Number","1 735",""
"2013W18","Switzerland","Total","Number","1 165",""
"2013W18","United Kingdom","Total","Number",":",""
"2013W19","Belgium","Total","Number","1 960",""
"2013W19","Denmark","Total","Number","1 034",""
"2013W19","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W19","Spain","Total","Number","7 166",""
"2013W19","Italy","Total","Number","10 548",""
"2013W19","Sweden","Total","Number","1 682",""
"2013W19","Switzerland","Total","Number","1 115",""
"2013W19","United Kingdom","Total","Number",":",""
"2013W20","Belgium","Total","Number","1 988",""
"2013W20","Denmark","Total","Number","972",""
"2013W20","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W20","Spain","Total","Number","7 032",""
"2013W20","Italy","Total","Number","10 551",""
"2013W20","Sweden","Total","Number","1 570",""
"2013W20","Switzerland","Total","Number","1 161",""
"2013W20","United Kingdom","Total","Number",":",""
"2013W21","Belgium","Total","Number","1 984",""
"2013W21","Denmark","Total","Number","961",""
"2013W21","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W21","Spain","Total","Number","6 940",""
"2013W21","Italy","Total","Number","10 557",""
"2013W21","Sweden","Total","Number","1 576",""
"2013W21","Switzerland","Total","Number","1 107",""
"2013W21","United Kingdom","Total","Number",":",""
"2013W22","Belgium","Total","Number","2 017",""
"2013W22","Denmark","Total","Number","926",""
"2013W22","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W22","Spain","Total","Number","6 988",""
"2013W22","Italy","Total","Number","11 140",""
"2013W22","Sweden","Total","Number","1 544",""
"2013W22","Switzerland","Total","Number","1 128",""
"2013W22","United Kingdom","Total","Number",":",""
"2013W23","Belgium","Total","Number","2 179",""
"2013W23","Denmark","Total","Number","947",""
"2013W23","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W23","Spain","Total","Number","7 173",""
"2013W23","Italy","Total","Number","11 420",""
"2013W23","Sweden","Total","Number","1 536",""
"2013W23","Switzerland","Total","Number","1 147",""
"2013W23","United Kingdom","Total","Number",":",""
"2013W24","Belgium","Total","Number","1 999",""
"2013W24","Denmark","Total","Number","910",""
"2013W24","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W24","Spain","Total","Number","7 314",""
"2013W24","Italy","Total","Number","11 587",""
"2013W24","Sweden","Total","Number","1 535",""
"2013W24","Switzerland","Total","Number","1 192",""
"2013W24","United Kingdom","Total","Number",":",""
"2013W25","Belgium","Total","Number","2 032",""
"2013W25","Denmark","Total","Number","919",""
"2013W25","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W25","Spain","Total","Number","6 670",""
"2013W25","Italy","Total","Number","12 552",""
"2013W25","Sweden","Total","Number","1 659",""
"2013W25","Switzerland","Total","Number","1 187",""
"2013W25","United Kingdom","Total","Number",":",""
"2013W26","Belgium","Total","Number","1 850",""
"2013W26","Denmark","Total","Number","934",""
"2013W26","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W26","Spain","Total","Number","6 916",""
"2013W26","Italy","Total","Number","10 364",""
"2013W26","Sweden","Total","Number","1 595",""
"2013W26","Switzerland","Total","Number","1 120",""
"2013W26","United Kingdom","Total","Number",":",""
"2013W27","Belgium","Total","Number","1 828",""
"2013W27","Denmark","Total","Number","959",""
"2013W27","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W27","Spain","Total","Number","7 301",""
"2013W27","Italy","Total","Number","10 851",""
"2013W27","Sweden","Total","Number","1 633",""
"2013W27","Switzerland","Total","Number","1 170",""
"2013W27","United Kingdom","Total","Number",":",""
"2013W28","Belgium","Total","Number","1 882",""
"2013W28","Denmark","Total","Number","934",""
"2013W28","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W28","Spain","Total","Number","7 807",""
"2013W28","Italy","Total","Number","10 752",""
"2013W28","Sweden","Total","Number","1 504",""
"2013W28","Switzerland","Total","Number","1 114",""
"2013W28","United Kingdom","Total","Number",":",""
"2013W29","Belgium","Total","Number","1 883",""
"2013W29","Denmark","Total","Number","889",""
"2013W29","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W29","Spain","Total","Number","7 063",""
"2013W29","Italy","Total","Number","10 471",""
"2013W29","Sweden","Total","Number","1 570",""
"2013W29","Switzerland","Total","Number","1 187",""
"2013W29","United Kingdom","Total","Number",":",""
"2013W30","Belgium","Total","Number","2 061",""
"2013W30","Denmark","Total","Number","945",""
"2013W30","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W30","Spain","Total","Number","6 904",""
"2013W30","Italy","Total","Number","11 141",""
"2013W30","Sweden","Total","Number","1 552",""
"2013W30","Switzerland","Total","Number","1 207",""
"2013W30","United Kingdom","Total","Number",":",""
"2013W31","Belgium","Total","Number","1 867",""
"2013W31","Denmark","Total","Number","901",""
"2013W31","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W31","Spain","Total","Number","6 795",""
"2013W31","Italy","Total","Number","11 428",""
"2013W31","Sweden","Total","Number","1 499",""
"2013W31","Switzerland","Total","Number","1 151",""
"2013W31","United Kingdom","Total","Number",":",""
"2013W32","Belgium","Total","Number","1 796",""
"2013W32","Denmark","Total","Number","905",""
"2013W32","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W32","Spain","Total","Number","6 734",""
"2013W32","Italy","Total","Number","12 203",""
"2013W32","Sweden","Total","Number","1 573",""
"2013W32","Switzerland","Total","Number","1 103",""
"2013W32","United Kingdom","Total","Number",":",""
"2013W33","Belgium","Total","Number","1 761",""
"2013W33","Denmark","Total","Number","874",""
"2013W33","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W33","Spain","Total","Number","6 771",""
"2013W33","Italy","Total","Number","10 764",""
"2013W33","Sweden","Total","Number","1 508",""
"2013W33","Switzerland","Total","Number","1 186",""
"2013W33","United Kingdom","Total","Number",":",""
"2013W34","Belgium","Total","Number","1 866",""
"2013W34","Denmark","Total","Number","863",""
"2013W34","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W34","Spain","Total","Number","6 757",""
"2013W34","Italy","Total","Number","10 512",""
"2013W34","Sweden","Total","Number","1 553",""
"2013W34","Switzerland","Total","Number","1 133",""
"2013W34","United Kingdom","Total","Number",":",""
"2013W35","Belgium","Total","Number","1 806",""
"2013W35","Denmark","Total","Number","852",""
"2013W35","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W35","Spain","Total","Number","6 477",""
"2013W35","Italy","Total","Number","10 274",""
"2013W35","Sweden","Total","Number","1 598",""
"2013W35","Switzerland","Total","Number","1 176",""
"2013W35","United Kingdom","Total","Number",":",""
"2013W36","Belgium","Total","Number","1 857",""
"2013W36","Denmark","Total","Number","894",""
"2013W36","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W36","Spain","Total","Number","6 418",""
"2013W36","Italy","Total","Number","10 414",""
"2013W36","Sweden","Total","Number","1 611",""
"2013W36","Switzerland","Total","Number","1 178",""
"2013W36","United Kingdom","Total","Number",":",""
"2013W37","Belgium","Total","Number","1 793",""
"2013W37","Denmark","Total","Number","928",""
"2013W37","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W37","Spain","Total","Number","6 376",""
"2013W37","Italy","Total","Number","10 015",""
"2013W37","Sweden","Total","Number","1 614",""
"2013W37","Switzerland","Total","Number","1 116",""
"2013W37","United Kingdom","Total","Number",":",""
"2013W38","Belgium","Total","Number","1 774",""
"2013W38","Denmark","Total","Number","1 005",""
"2013W38","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W38","Spain","Total","Number","6 465",""
"2013W38","Italy","Total","Number","10 367",""
"2013W38","Sweden","Total","Number","1 580",""
"2013W38","Switzerland","Total","Number","1 174",""
"2013W38","United Kingdom","Total","Number",":",""
"2013W39","Belgium","Total","Number","2 065",""
"2013W39","Denmark","Total","Number","911",""
"2013W39","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W39","Spain","Total","Number","6 907",""
"2013W39","Italy","Total","Number","10 893",""
"2013W39","Sweden","Total","Number","1 576",""
"2013W39","Switzerland","Total","Number","1 183",""
"2013W39","United Kingdom","Total","Number",":",""
"2013W40","Belgium","Total","Number","2 010",""
"2013W40","Denmark","Total","Number","937",""
"2013W40","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W40","Spain","Total","Number","6 939",""
"2013W40","Italy","Total","Number","10 407",""
"2013W40","Sweden","Total","Number","1 612",""
"2013W40","Switzerland","Total","Number","1 127",""
"2013W40","United Kingdom","Total","Number",":",""
"2013W41","Belgium","Total","Number","1 875",""
"2013W41","Denmark","Total","Number","932",""
"2013W41","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W41","Spain","Total","Number","6 520",""
"2013W41","Italy","Total","Number","11 161",""
"2013W41","Sweden","Total","Number","1 547",""
"2013W41","Switzerland","Total","Number","1 150",""
"2013W41","United Kingdom","Total","Number",":",""
"2013W42","Belgium","Total","Number","2 054",""
"2013W42","Denmark","Total","Number","887",""
"2013W42","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W42","Spain","Total","Number","6 960",""
"2013W42","Italy","Total","Number","11 277",""
"2013W42","Sweden","Total","Number","1 700",""
"2013W42","Switzerland","Total","Number","1 153",""
"2013W42","United Kingdom","Total","Number",":",""
"2013W43","Belgium","Total","Number","1 975",""
"2013W43","Denmark","Total","Number","890",""
"2013W43","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W43","Spain","Total","Number","7 017",""
"2013W43","Italy","Total","Number","11 661",""
"2013W43","Sweden","Total","Number","1 686",""
"2013W43","Switzerland","Total","Number","1 211",""
"2013W43","United Kingdom","Total","Number",":",""
"2013W44","Belgium","Total","Number","1 877",""
"2013W44","Denmark","Total","Number","973",""
"2013W44","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W44","Spain","Total","Number","6 883",""
"2013W44","Italy","Total","Number","10 942",""
"2013W44","Sweden","Total","Number","1 613",""
"2013W44","Switzerland","Total","Number","1 204",""
"2013W44","United Kingdom","Total","Number",":",""
"2013W45","Belgium","Total","Number","1 948",""
"2013W45","Denmark","Total","Number","877",""
"2013W45","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W45","Spain","Total","Number","7 366",""
"2013W45","Italy","Total","Number","10 964",""
"2013W45","Sweden","Total","Number","1 654",""
"2013W45","Switzerland","Total","Number","1 213",""
"2013W45","United Kingdom","Total","Number",":",""
"2013W46","Belgium","Total","Number","1 872",""
"2013W46","Denmark","Total","Number","1 014",""
"2013W46","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W46","Spain","Total","Number","7 246",""
"2013W46","Italy","Total","Number","11 180",""
"2013W46","Sweden","Total","Number","1 600",""
"2013W46","Switzerland","Total","Number","1 172",""
"2013W46","United Kingdom","Total","Number",":",""
"2013W47","Belgium","Total","Number","2 110",""
"2013W47","Denmark","Total","Number","928",""
"2013W47","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W47","Spain","Total","Number","7 474",""
"2013W47","Italy","Total","Number","11 633",""
"2013W47","Sweden","Total","Number","1 683",""
"2013W47","Switzerland","Total","Number","1 247",""
"2013W47","United Kingdom","Total","Number",":",""
"2013W48","Belgium","Total","Number","2 040",""
"2013W48","Denmark","Total","Number","930",""
"2013W48","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W48","Spain","Total","Number","8 066",""
"2013W48","Italy","Total","Number","12 243",""
"2013W48","Sweden","Total","Number","1 800",""
"2013W48","Switzerland","Total","Number","1 219",""
"2013W48","United Kingdom","Total","Number",":",""
"2013W49","Belgium","Total","Number","2 013",""
"2013W49","Denmark","Total","Number","967",""
"2013W49","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W49","Spain","Total","Number","8 183",""
"2013W49","Italy","Total","Number","12 497",""
"2013W49","Sweden","Total","Number","1 799",""
"2013W49","Switzerland","Total","Number","1 337",""
"2013W49","United Kingdom","Total","Number",":",""
"2013W50","Belgium","Total","Number","2 145",""
"2013W50","Denmark","Total","Number","984",""
"2013W50","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W50","Spain","Total","Number","8 142",""
"2013W50","Italy","Total","Number","12 634",""
"2013W50","Sweden","Total","Number","1 742",""
"2013W50","Switzerland","Total","Number","1 264",""
"2013W50","United Kingdom","Total","Number",":",""
"2013W51","Belgium","Total","Number","2 189",""
"2013W51","Denmark","Total","Number","1 047",""
"2013W51","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W51","Spain","Total","Number","8 459",""
"2013W51","Italy","Total","Number","12 639",""
"2013W51","Sweden","Total","Number","1 725",""
"2013W51","Switzerland","Total","Number","1 230",""
"2013W51","United Kingdom","Total","Number",":",""
"2013W52","Belgium","Total","Number","2 190",""
"2013W52","Denmark","Total","Number","993",""
"2013W52","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W52","Spain","Total","Number","8 572",""
"2013W52","Italy","Total","Number","12 967",""
"2013W52","Sweden","Total","Number","1 888",""
